applylink,bankname,baseUrl,category,image,location,offerdetails,offerlink,offertitle,shopname,tnc,validity
https://nbf.ae/en/personal/promotions/offers-promotions/visa-offers/141301,National Bank of Fujairah,https://nbf.ae/en/personal/promotions/offers-promotions,,https://www.visa.com/images/merchantoffers/2020-02/1581601467853.1600_x_600.jpg,,"This Offer is valid only for cardholders paying with a valid premium Visa Premium Card.Redeem a 'Member's Guest / Affiliate' Rate Sunday to Thursday. All Tee Times can be booked within 10 days of a tee time and VISA Golf Access must be mentioned. Abu Dhabi City Golf Club - 'The People's Golf Course'. Situated in the heart of the UAE's capital, offering a relaxed accessible environment to golfers and non-golfers alike, to play, wine and dine. www.adcitygolf.aeOffer valid on green fees only and not applicable in conjunction with any other offer or promotion. Offer is only valid when paid by VISA Premium credit or debit card.Download the SpikesOn App & Book Now!",https://nbf.ae/en/personal/promotions/offers-promotions/visa-offers/141301,,Enjoy our 'Member's Guest' Rate (Sun- Thurs),,Valid Until 06-03-2023
,Commercial Bank International,https://www.combank.lk/rewards-promotions,Max Loyalty Rewards,background-image: url('https://s3.ap-southeast-1.amazonaws.com/static.combank.cloud/photos/shares/Offers/Thumb%20Images/max-rewards-earn-feb-2021-thumb.jpg'),,,http://www.combank.lk/rewards-promotion/max-loyalty-rewards/reward-yourself-with-max-loyalty-rewards-points,,Reward yourself with Max Loyalty Rewards points,,Visit maxrewards.combank.net for more details
,Commercial Bank International,https://www.combank.lk/rewards-promotions,Max Loyalty Rewards,background-image: url('https://s3.ap-southeast-1.amazonaws.com/static.combank.cloud/photos/shares/Offers/Thumb%20Images/2021/Max-Promo-redeem-feb-2021-thumb.jpg'),,,http://www.combank.lk/rewards-promotion/max-loyalty-rewards/redeem-your-vouchers-at-over-100-merchants,,Redeem your vouchers at over 100 merchants,,Visit https://combank.infishopper.com/partner for more details
https://nbf.ae/en/personal/promotions/offers-promotions/visa-offers/141299,National Bank of Fujairah,https://nbf.ae/en/personal/promotions/offers-promotions,,https://www.visa.com/images/merchantoffers/2020-02/1581601726778.1600_x_600.jpg,,"Offer not valid in conjuction with any other discounts or promotion. Visa Card and valid ID has required at check in. Offer is only valid when paid by VISA credit card.Offer not valid in conjunction with any other offer or promotion. Offer is only valid when paid by Premium VISA Credit Card.Premium VISA Cardholder will be entitled to a 20% discount from the Midweek Visitor Rate upon presentation of their VISA Card all year round. Please make your bookings through one of our reservation team. Visa Card and valid ID has to be presented upon check in. Jebel Ali Golf Resort boasts a 9 hole Championship Course, an enormous driving range and putting green. Each hole is uniquely landscaped with exotic trees, shrubs and original desert flora and the Dubai hotel golf course also features a saltwater lake which comes into play on five holes. The wooden gazebos, views of the sea and peacocks which freely roam the fairways have added a special charm to this course that is a fair and exciting challenge for golfers of all abilities.Download the SpikesOn.com App & Book Now!",https://nbf.ae/en/personal/promotions/offers-promotions/visa-offers/141299,,Receive a 20% off Midweek green fees (Sun- Thurs),,Valid Until 28-02-2023
,Abu Dhabi Islamic Bank,https://www.adib.ae/en/pages/personal_offers_and_promotions.aspx,Personal,https://www.adib.ae/en/PublishingImages/Offers-Promotions/2023/al-forsan-international-sports-resort/Al-Forsan-thum.jpg,,,https://www.adib.ae/en/Pages/Personal_Offers_And_Promotions_Details.aspx?OfferID=285,"Get up to 10% off on Shooting, Motorsport, and Equestrian memberships at Al Forsan International Sports",Al Forsan International Sports Resort,,Offer period: 01 January 2023 To  21 September 2023
,Abu Dhabi Islamic Bank,https://www.adib.ae/en/pages/personal_offers_and_promotions.aspx,Personal,https://www.adib.ae/en/PublishingImages/Offers-Promotions/2022/smiles-offer/En-thum.jpg,,,https://www.adib.ae/en/Pages/Personal_Offers_And_Promotions_Details.aspx?OfferID=284,Order on elMarket using code ADIB now!,Enjoy exclusive 20% off on groceries!,,Offer period: 01 December 2022 To  31 January 2023
,Abu Dhabi Islamic Bank,https://www.adib.ae/en/pages/personal_offers_and_promotions.aspx,Personal,https://www.adib.ae/en/PublishingImages/Offers-Promotions/2022/smartdeals/Viccis_thumb.jpg,,,https://www.adib.ae/en/Pages/Personal_Offers_And_Promotions_Details.aspx?OfferID=264,Get 15% off on Food & Beverages at Viccis Cafe,Viccis Cafe,,Offer period: 01 July 2022 To  19 April 2023
,Abu Dhabi Islamic Bank,https://www.adib.ae/en/pages/personal_offers_and_promotions.aspx,Personal,https://www.adib.ae/en/PublishingImages/Offers-Promotions/2022/smartdeals/2XL_Home_thumb.jpg,,,https://www.adib.ae/en/Pages/Personal_Offers_And_Promotions_Details.aspx?OfferID=262,Up to 15% off at 2XL Home,2xl Home,,Offer period: 01 July 2022 To  09 May 2023
,Abu Dhabi Islamic Bank,https://www.adib.ae/en/pages/personal_offers_and_promotions.aspx,Personal,https://www.adib.ae/en/SiteCollectionImages/offers-promotions/cards/small/IMG _worlds_thumb.png,,,https://www.adib.ae/en/Pages/Personal_Offers_And_Promotions_Details.aspx?OfferID=247,30% DISCOUNT ON GENERAL ADMISSION TICKETS,IMG Worlds Of Adventure,,Offer period: 01 December 2022 To  28 February 2023
,Abu Dhabi Islamic Bank,https://www.adib.ae/en/pages/personal_offers_and_promotions.aspx,Personal,https://www.adib.ae/en/SiteCollectionImages/offers-promotions/cards/small/ADIB_EIP_Offers_thumb.png,,,https://www.adib.ae/en/Pages/Personal_Offers_And_Promotions_Details.aspx?OfferID=44,"With your ADIB Covered Card, you can now shop at the following stores and payback in easy installments of 3/6/9/12 months with 100% Waiver of Murabaha Monthly Profit and no processing fees.​",ADIB EIP Offers,,Offer period: 12 January 2015 To  31 December 2023
,Commercial Bank International,https://www.combank.lk/rewards-promotions,Q+ Payment App Offers,background-image: url('https://s3.ap-southeast-1.amazonaws.com/static.combank.cloud/photos/shares/Offers/Thumb%20Images/2023/q%2Bairtel-web-thumb-jan-2023.jpg'),,"The Bank/Airtel reserves the right to modify or change the Terms & Conditions of the offer.Eligible Customers will receive 05 GB Free data to the mobile connection.The single Cardholder will be eligible to enjoy the offer multiple times during the promotion period.This promotion cannot be combined with any other ongoing promotions/offers/cash back offers.In the event of any dispute, the decision of the Bank/Airtel shall be final.The offer is valid till 31stJanuary 2023.The free data bundle is valid for 30 days.The Bank/Airtel reserves the right to amend/withdraw this offer at its discretion.This offer is valid for Airtel Reloads above Rs 500/- using ComBank issued Cards via Q+ Payment App.Free data will be offered by Airtel during the subsequent working day.",http://www.combank.lk/rewards-promotion/q-payment-app-offers/get-5-gb-free-data-when-you-recharge-your-airtel-connection-through-q-payment-app,,Get 5 GB free data when you recharge your Airtel connection through Q+ Payment App,,Offer valid till 31st January 2023
,Commercial Bank International,https://www.combank.lk/rewards-promotions,Q+ Payment App Offers,background-image: url('https://s3.ap-southeast-1.amazonaws.com/static.combank.cloud/photos/shares/Offers/Thumb%20Images/2022/October/Q%2B-Visa-QR-Campaign_EDM_Web-Thumb.jpg'),,"Commercial Bank of Ceylon PLC and/or Visa Worldwide Pte. Limited reserves the right to modify or change the Terms & Conditions of the offer.This promotion cannot be combined with any other ongoing promotions/offers/Cashbacks of the Merchant, Visa Worldwide Pte. Limited or Commercial Bank of Ceylon PLC.Commercial Bank of Ceylon PLC and/or Visa Worldwide Pte. Limited reserves the right to amend/withdraw this offer at its sole discretion.Promotion will exclude the payments performed using the In-App Bill Settlement function of the Q+ Payment App.Cashback will be credited to the respective account/card account on a monthly basis (E.g. Cashback entries for October transactions will be credited in November).The offer is valid till 30th April 2023 (Promotion validity extended from 30th September 2022).In the event of any dispute, the decision of Commercial Bank of Ceylon PLC shall be final.Each eligible transaction will receive 30% Cashback up to a maximum of Rs. 300/- per transaction during the promotion period.This Cashback offer is only valid for the Scan & Pay LANKAQR transactions enabled with VISA acceptance performed through Q+ Payment App using an active Visa Debit, Credit or Prepaid Card.Promotion is valid during the promotion period for the promotion cards performing transactions through Q+ Payment App subject to mentioned terms and conditions.Each of the first three payments performed during the promotion period at any LANKAQR merchant enabled with Visa and/or any Visa enabled LANKAQR bill payments through Q+ Payment app will be eligible for the promotion.",http://www.combank.lk/rewards-promotion/q-payment-app-offers/use-your-combank-visa-card-via-q-payment-app-and-enjoy-a-cashback,,Use your ComBank Visa Card via Q+ Payment App and enjoy a Cashback,,Offer valid till 30th April 2023
https://nbf.ae/en/personal/promotions/offers-promotions/navrang-jewellers-offer,National Bank of Fujairah,https://nbf.ae/en/personal/promotions/offers-promotions,,https://nbf.ae/media/114914/navrang_1070-x-330.jpg?anchor=center&mode=crop&width=230&height=120&rnd=133161038750000000,,This offer is valid until 1 August 2023.Terms and conditions apply.,https://nbf.ae/en/personal/promotions/offers-promotions/navrang-jewellers-offer,,Navrang Jewellers Offer,"This offer is applicable for any purchase of AED 1,000 and above.The offer cannot be clubbed or availed in conjunction with any other promotion and offers.The discount offer is valid on all Jewellery products available in-stores only at the following locations: Dubai Gold Souq, Mall of Emirates and Mirdiff City Center.This offer is for all NBF cardholders across in UAE.The offer cannot be redeemed in cash or any part thereof.",Valid Until 01-08-2023
,Commercial Bank International,https://www.combank.lk/rewards-promotions,Premium Card Offers,background-image: url('https://s3.ap-southeast-1.amazonaws.com/static.combank.cloud/photos/shares/Offers/Thumb%20Images/2023/glomark-thumb-web-jan-2023.jpg'),,"The General Credit Card terms and conditions will continue to apply.The promotion is open for all Premium Credit Cards issued by Commercial Bank of Ceylon PLCCommercial Bank of Ceylon PLC reserve the right to change and/or modify all or any of the rules, terms and conditions applicable to this promotion at any given time with or  without prior notice to the Cardholders.Offer applicable for following Premium Credit Cards.Offer valid for Total Bill Value.This offer cannot be exchanged for cash or used in conjunction with other promotional programs or offers conducted by the Bank or the offer partner.Offer valid from 5.00 pm to 8.00 pm .Minimum bill value – Rs 7,500/-.- Visa Infinite- UnionPay Asia Prestige Platinum CardDiscount – 15% for Premium Credit Cards.Offer valid on Every Thursday till 26th January 2023.- UnionPay Asia Prestige Diamond Card- World MastercardAll payments to be settled with the Commercial Bank Premium Credit Cards only.- Visa Signature CardOffer valid for Sri Lankans and Expatriates only.This offer is bound by the terms and conditions of the partnering merchant and Commercial Bank of Ceylon PLC.If any dispute arises regarding any of the terms & conditions contained herein, the decision of the Commercial Bank of Ceylon PLC - Card Centre shall be final.One Transaction per card per day.Maximum Discount for Credit Cards - Rs 2,000/-.Commercial Bank of Ceylon PLC - Card Centre accepts no liability for the quality of goods or services provided by the offer partners in this promotion.",http://www.combank.lk/rewards-promotion/premium-card-offers/exclusive-supermarket-deals-at-softlogic-glomark-with-combank-premium-credit-cards,,Exclusive supermarket deals at Softlogic Glomark with ComBank Premium Credit Cards,,Offer valid on every Thursday till 26th January 2023
,Commercial Bank International,https://www.combank.lk/rewards-promotions,Premium Card Offers,background-image: url('https://s3.ap-southeast-1.amazonaws.com/static.combank.cloud/photos/shares/Offers/Thumb%20Images/2023/arpico-premium-credit-thumb-jan-2023.jpg'),,"The General Credit Card terms and conditions will continue to apply.One Transaction per card per dayCommercial Bank of Ceylon PLC reserve the right to change and/or modify all or any of the rules, terms and conditions applicable to this promotion at any given time with or  without prior notice to the Cardholders.Offer applicable for following Premium Credit Cards.Offer valid for Total Bill Value.This offer cannot be exchanged for cash or used in conjunction with other promotional programs or offers conducted by the Bank or the offer partner.Minimum bill value – Rs 10,000/-Discount – 20% for Premium Credit Cards.- Visa Infinite- UnionPay Asia Prestige Platinum CardThe promotion is open for all Premium Credit Cards issued by Commercial Bank of Ceylon PLC.- UnionPay Asia Prestige Diamond Card- World MastercardAll payments to be settled with the Commercial Bank Premium Credit Cards only.- Visa Signature CardMaximum Discount for Premium Credit Card - Rs 4,000/-Offer valid for Sri Lankans and Expatriates only.This offer is bound by the terms and conditions of the partnering merchant and Commercial Bank of Ceylon PLC.If any dispute arises regarding any of the terms & conditions contained herein, the decision of the Commercial Bank of Ceylon PLC - Card Centre shall be final.Offer valid on Every Wednesday till 25th January 2023.Commercial Bank of Ceylon PLC - Card Centre accepts no liability for the quality of goods or services provided by the offer partners in this promotion.",http://www.combank.lk/rewards-promotion/premium-card-offers/enjoy-exclusive-supermarket-deals-at-arpico-with-combank-premium-credit-cards,,Enjoy exclusive supermarket deals at Arpico with ComBank Premium Credit Cards,,"Offer valid on, every Wednesday till 25th January 2023"
,Commercial Bank International,https://www.combank.lk/rewards-promotions,Premium Card Offers,background-image: url('https://s3.ap-southeast-1.amazonaws.com/static.combank.cloud/photos/shares/Offers/Thumb%20Images/2023/cargills-premium-web-thumb-jan-2023.jpg'),,"The General Credit Card terms and conditions will continue to apply.One Transaction per card per dayCommercial Bank of Ceylon PLC reserve the right to change and/or modify all or any of the rules, terms and conditions applicable to this promotion at any given time with or  without prior notice to the Cardholders.Offer applicable for following Premium Credit Cards.This offer cannot be exchanged for cash or used in conjunction with other promotional programs or offers conducted by the Bank or the offer partner.Minimum bill value – Rs 10,000/-Discount – 20% for Premium Credit Cards- Visa Infinite- UnionPay Asia Prestige Platinum CardOffer valid on 25th January 2023The promotion is open for all Premium Credit Cards issued by Commercial Bank of Ceylon PLC.- UnionPay Asia Prestige Diamond Card- World MastercardAll payments to be settled with the Commercial Bank Premium Credit Cards only.- Visa Signature CardMaximum Discount for Premium Credit Card - Rs 4,000/-Offer valid for Total Bill ValueOffer valid for Sri Lankans and Expatriates only.This offer is bound by the terms and conditions of the partnering merchant and Commercial Bank of Ceylon PLC.If any dispute arises regarding any of the terms & conditions contained herein, the decision of the Commercial Bank of Ceylon PLC - Card Centre shall be final.Commercial Bank of Ceylon PLC - Card Centre accepts no liability for the quality of goods or services provided by the offer partners in this promotion.",http://www.combank.lk/rewards-promotion/premium-card-offers/enjoy-exclusive-supermarket-deals-at-cargills-food-city-with-combank-premium-credit-cards,,Enjoy exclusive supermarket deals at Cargills Food City with ComBank Premium Credit Cards,,Offer valid on Wednesday 25th January 2023
